name,site,category,phone,city,location_link
Digital Key Agency,http://dk-agency.net/,Service de marketing Internet,+213 540 03 16 60,Dély Ibrahim,"https://www.google.com/maps/place/Digital+Key+Agency/@36.7653107,2.9871163999999997,14z/data=!4m8!1m2!2m1!1sDigital+Key+Agency!3m4!1s0x128fade21c4fc8d5:0xa84f6eab687e5fa6!8m2!3d36.7653107!4d2.9871163999999997"
Mamark,https://mamark.dz/,Agence de publicité,+213 775 03 65 39,Khraicia,"https://www.google.com/maps/place/Mamark/@36.6728684,2.9841036,14z/data=!4m8!1m2!2m1!1sMamark!3m4!1s0x128fafdc7904ee93:0xa462f069053c45ea!8m2!3d36.6728684!4d2.9841036"
Esolution,,Marketing agency,+213 673 51 55 46,Bouzareah,"https://www.google.com/maps/place/Esolution/@36.7769306,3.010426,14z/data=!4m8!1m2!2m1!1sEsolution!3m4!1s0x128fb1e01d0bdc21:0xe8fe1905b0cdf844!8m2!3d36.7769306!4d3.010426"
COMiGITALE,,Service de marketing Internet,+213 778 33 81 66,,"https://www.google.com/maps/place/COMiGITALE/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sCOMiGITALE!3m4!1s0x65cb2600cc747627:0x9fd25589593c2228!8m2!3d28.094873399999997!4d1.6656943"
Blue Corp,,Agence de marketing,+213 661 58 56 78,Bir Mourad Raïs,"https://www.google.com/maps/place/Blue+Corp/@36.7339145,3.0296730999999997,14z/data=!4m8!1m2!2m1!1sBlue+Corp!3m4!1s0x128fad8c89371c8b:0x86d3b745d0d29063!8m2!3d36.7339145!4d3.0296730999999997"
Beautiful Design Studio,http://beautiful-dz.com/,مصمم مواقع ويب,+213 550 21 49 85,Chéraga,"https://www.google.com/maps/place/Beautiful+Design+Studio/@36.7591973,2.9637669,14z/data=!4m8!1m2!2m1!1sBeautiful+Design+Studio!3m4!1s0x128fb0410a89a019:0xf7ce7d708b9aaa80!8m2!3d36.7591973!4d2.9637669"
FAN Advertising SARL,http://www.fancommunication.dz/,وكالة إعلانية,+213 561 61 00 61,Bir Mourad Raïs,"https://www.google.com/maps/place/FAN+Advertising+SARL/@36.7305537,3.0314337,14z/data=!4m8!1m2!2m1!1sFAN+Advertising+SARL!3m4!1s0x128fae43629aa3c5:0xe7921c2fae3e54e7!8m2!3d36.7305537!4d3.0314337"
Cyberabdou16,,Service de marketing Internet,+213 662 54 50 14,,"https://www.google.com/maps/place/Cyberabdou16/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sCyberabdou16!3m4!1s0x6989f7f816fe3181:0x7dbe9cef6aee6fbb!8m2!3d28.094873399999997!4d1.6656943"
TeamWork,,Agence de marketing,+213 770 11 15 27,Chéraga,"https://www.google.com/maps/place/TeamWork/@36.7564974,2.9501033,14z/data=!4m8!1m2!2m1!1sTeamWork!3m4!1s0x128fb19a8cf125df:0xae7f7c4a4fd351b6!8m2!3d36.7564974!4d2.9501033"
Mindak agency,https://mindakstudio.com/,وكالة إعلانية,+213 558 81 31 82,El Achour,"https://www.google.com/maps/place/Mindak+agency/@36.7329844,3.0031054,14z/data=!4m8!1m2!2m1!1sMindak+agency!3m4!1s0x128fafac2188a261:0xc4b21187c43ad957!8m2!3d36.7329844!4d3.0031054"
Esolveit,http://esolveit.net/,Website designer,+213 557 22 41 17,Hydra,"https://www.google.com/maps/place/Esolveit/@36.749588599999996,3.0218102,14z/data=!4m8!1m2!2m1!1sEsolveit!3m4!1s0x128e53e1ee2c0dcf:0x609f860b0765e8f8!8m2!3d36.749588599999996!4d3.0218102"
Eclipse solutions,,Agence de publicité,+213 775 44 97 77,El Achour,"https://www.google.com/maps/place/Eclipse+solutions/@36.7323667,3.0019774999999997,14z/data=!4m8!1m2!2m1!1sEclipse+solutions!3m4!1s0x128fafdda6e0976f:0x73d0972140c505b6!8m2!3d36.7323667!4d3.0019774999999997"
Redline digitals,,Service de marketing Internet,+213 540 10 78 70,Birkhadem,"https://www.google.com/maps/place/Redline+digitals/@36.729352299999995,3.0350821999999997,14z/data=!4m8!1m2!2m1!1sRedline+digitals!3m4!1s0x128fadc85d911257:0x537b8c3f491c42fa!8m2!3d36.729352299999995!4d3.0350821999999997"
Handelp Agency (Agence de communication et des solutions digitales),http://handelp.com/,Agence de marketing,+213 658 47 67 19,Chéraga,"https://www.google.com/maps/place/Handelp+Agency+%28Agence+de+communication+et+des+solutions+digitales%29/@36.7519317,2.9778073,14z/data=!4m8!1m2!2m1!1sHandelp+Agency+%28Agence+de+communication+et+des+solutions+digitales%29!3m4!1s0x128fb161322e5da1:0x302608fb763e391e!8m2!3d36.7519317!4d2.9778073"
Parad Ultimate,https://www.facebook.com/parad.XYZ,Service d'e-commerce,+213 23 27 37 49,El Achour,"https://www.google.com/maps/place/Parad+Ultimate/@36.7438547,2.9961723,14z/data=!4m8!1m2!2m1!1sParad+Ultimate!3m4!1s0x128faf3b2b386067:0xcedfa5252b4fa3e8!8m2!3d36.7438547!4d2.9961723"
Numouw,https://numouw.com/,Marketing agency,+213 770 06 10 96,Birkhadem,"https://www.google.com/maps/place/Numouw/@36.7277677,3.0435059,14z/data=!4m8!1m2!2m1!1sNumouw!3m4!1s0x42402beda601c92f:0x8a1a60b9103fd262!8m2!3d36.7277677!4d3.0435059"
REZOLVE SARL,https://www.rezolve.dz/,Agence de marketing,+213 20 39 76 50,DE BRAHIM,"https://www.google.com/maps/place/REZOLVE+SARL/@36.7531724,2.9555914,14z/data=!4m8!1m2!2m1!1sREZOLVE+SARL!3m4!1s0x128fb1bb7d9a7fef:0xba119fdc72f0b396!8m2!3d36.7531724!4d2.9555914"
BuyHalla Agency,,Agence de marketing,+213 777 40 04 01,Alger Centre,"https://www.google.com/maps/place/BuyHalla+Agency/@36.7741373,3.0550245,14z/data=!4m8!1m2!2m1!1sBuyHalla+Agency!3m4!1s0x128fb3e0f981787d:0x5fa986fe439f813a!8m2!3d36.7741373!4d3.0550245"
Gsitcom Baba Hassen,,Internet marketing service,+213 540 72 12 31,Baba Hassen,"https://www.google.com/maps/place/Gsitcom+Baba+Hassen/@36.6974058,2.9687148999999997,14z/data=!4m8!1m2!2m1!1sGsitcom+Baba+Hassen!3m4!1s0x128fafc7624518f7:0x18956d5f66e83424!8m2!3d36.6974058!4d2.9687148999999997"
PONERE - Création de sites Web,https://ponere.dz/,Concepteur de sites Web,+213 552 55 55 50,Baba Hassen,"https://www.google.com/maps/place/PONERE+-+Cr%C3%A9ation+de+sites+Web/@36.6984431,2.9723232,14z/data=!4m8!1m2!2m1!1sPONERE+-+Cr%C3%A9ation+de+sites+Web!3m4!1s0x128faf56bf57e54d:0xad23b29bd37254bb!8m2!3d36.6984431!4d2.9723232"
Fbo living products,,Boutique de santé et beauté,+213 782 97 82 66,Bordj El Kiffan,"https://www.google.com/maps/place/Fbo+living+products/@36.7574305,2.956763,14z/data=!4m8!1m2!2m1!1sFbo+living+products!3m4!1s0x128fb017ea19e29f:0x91f2c32548ce6056!8m2!3d36.7574305!4d2.956763"
3S Marketing,,Agence de marketing,+213 549 07 77 25,Draria,"https://www.google.com/maps/place/3S+Marketing/@36.7173464,3.0123709,14z/data=!4m8!1m2!2m1!1s3S+Marketing!3m4!1s0x128fb1849765d7ab:0xe741e910b7b2376e!8m2!3d36.7173464!4d3.0123709"
Agence Pi Arts,https://www.facebook.com/AgencePIArts/,Agence de publicité,+213 555 72 49 39,Alger Centre,"https://www.google.com/maps/place/Agence+Pi+Arts/@36.7706842,3.0505397,14z/data=!4m8!1m2!2m1!1sAgence+Pi+Arts!3m4!1s0x128fb25b9b445e5d:0x293627c5ef796ca5!8m2!3d36.7706842!4d3.0505397"
AniaRina.ca,https://667846cb3fdbb.site123.me/,Service de marketing Internet,+213 541 59 79 54,,"https://www.google.com/maps/place/AniaRina.ca/@36.6966649,3.0922204,14z/data=!4m8!1m2!2m1!1sAniaRina.ca!3m4!1s0x2489cc09ecd7c37:0x7fe566c78a0a23c!8m2!3d36.6966649!4d3.0922204"
AMS Groupe,http://www.amsgroupe.com/,Services aux entreprises,+213 21 54 60 36,El Biar,"https://www.google.com/maps/place/AMS+Groupe/@36.7612429,3.0247797999999997,14z/data=!4m8!1m2!2m1!1sAMS+Groupe!3m4!1s0x128fb3d5ed4eab9b:0x1de850a86f3b5afe!8m2!3d36.7612429!4d3.0247797999999997"
Libertà Agency,http://www.liberta-agency.com/,Agence de publicité,+213 540 26 99 19,El Biar,"https://www.google.com/maps/place/Libert%C3%A0+Agency/@36.7669201,3.0259348999999998,14z/data=!4m8!1m2!2m1!1sLibert%C3%A0+Agency!3m4!1s0x128fb359ea94c88d:0xbbb7c516a3da767f!8m2!3d36.7669201!4d3.0259348999999998"
Etoile Graphique,,Agence de publicité,+213 561 12 18 68,Chéraga,"https://www.google.com/maps/place/Etoile+Graphique/@36.7657326,2.9473699,14z/data=!4m8!1m2!2m1!1sEtoile+Graphique!3m4!1s0x128fb100553820bd:0xb6a87ff5fa58ed93!8m2!3d36.7657326!4d2.9473699"
Raycel Business Group,,Internet marketing service,+213 23 13 56 76,Chéraga,"https://www.google.com/maps/place/Raycel+Business+Group/@36.7668544,2.9602011,14z/data=!4m8!1m2!2m1!1sRaycel+Business+Group!3m4!1s0x128fb0408032355f:0x78e534932a1e4997!8m2!3d36.7668544!4d2.9602011"
Tbwa\ Djaz,http://www.tbwadjaz.com/,Agence de marketing,+213 23 35 84 07,Chéraga,"https://www.google.com/maps/place/Tbwa%5C+Djaz/@36.767316,2.965112,14z/data=!4m8!1m2!2m1!1sTbwa%5C+Djaz!3m4!1s0x128fb04782b0bf73:0xd7218b80a05f9144!8m2!3d36.767316!4d2.965112"
Boite de communication cheraga - Agence de Publicité Alger,http://www.ivocommunication.com/,Agence de publicité,+213 560 91 57 95,Chéraga,"https://www.google.com/maps/place/Boite+de+communication+cheraga+-+Agence+de+Publicit%C3%A9+Alger/@36.7624877,2.9229689,14z/data=!4m8!1m2!2m1!1sBoite+de+communication+cheraga+-+Agence+de+Publicit%C3%A9+Alger!3m4!1s0x128fbabc0731a259:0x3b81fbcdb7a126f!8m2!3d36.7624877!4d2.9229689"
e-Dalil Web directory of Algerian e-commerce sites,https://e-dalildz.com/,Service de marketing Internet,+213 792 39 90 12,Mahelma,"https://www.google.com/maps/place/e-Dalil+Web+directory+of+Algerian+e-commerce+sites/@36.690109,2.8733117,14z/data=!4m8!1m2!2m1!1se-Dalil+Web+directory+of+Algerian+e-commerce+sites!3m4!1s0x128fa55479a46dd5:0x555270b3c0491bb9!8m2!3d36.690109!4d2.8733117"
DMH DZ,https://6448e102cfe5e.site123.me/?fbclid=IwAR0BwJvHOszYU99rtmh8Yh7RrkuZnlIArEmXaS5qTxLUORB2GPn_hMoU8S0,خدمة التسويق عبر الإنترنت,+213 541 24 16 44,,"https://www.google.com/maps/place/DMH+DZ/@35.6734259,4.2911804,14z/data=!4m8!1m2!2m1!1sDMH+DZ!3m4!1s0x4e4edf4e02209f91:0x110923f7d3722d1b!8m2!3d35.6734259!4d4.2911804"
SNCom,,وكالة إعلانية,+213 23 29 82 78,Dély Ibrahim,"https://www.google.com/maps/place/SNCom/@36.7601805,2.9899478999999998,14z/data=!4m8!1m2!2m1!1sSNCom!3m4!1s0x128fb01326af95df:0xb57be1a8d331078e!8m2!3d36.7601805!4d2.9899478999999998"
Service Marketing,,Internet marketing service,+213 558 59 88 98,El Khroub,"https://www.google.com/maps/place/Service+Marketing/@36.2570374,6.583138399999999,14z/data=!4m8!1m2!2m1!1sService+Marketing!3m4!1s0x12f16500348cfc99:0xee4c26b86ba9a7ca!8m2!3d36.2570374!4d6.583138399999999"
iX Services,https://ix-dz.com/,Concepteur de sites Web,+213 21 67 91 25,Mohamed Belouizdad,"https://www.google.com/maps/place/iX+Services/@36.7443818,3.0772988,14z/data=!4m8!1m2!2m1!1siX+Services!3m4!1s0x128fb2a03e5dafe3:0x22917176a0ab6473!8m2!3d36.7443818!4d3.0772988"
Marketing Digital,https://www.instagram.com/marketingoats?igsh=MXJvdWZsOG0yOGYxaw==,Marketing agency,+213 779 69 72 95,Bordj El Kiffan,"https://www.google.com/maps/place/Marketing+Digital/@36.7503422,3.2123473,14z/data=!4m8!1m2!2m1!1sMarketing+Digital!3m4!1s0x128e4f005c19526b:0x5ce2d0e95467816c!8m2!3d36.7503422!4d3.2123473"
Rafik mezli,,Internet cafe,+213 540 97 62 81,El Mizaraa,"https://www.google.com/maps/place/Rafik+mezli/@36.7110779,3.3719004999999997,14z/data=!4m8!1m2!2m1!1sRafik+mezli!3m4!1s0x128e5d56299b7833:0x58dcb5243aabad19!8m2!3d36.7110779!4d3.3719004999999997"
Service Dz,https://www.facebook.com/servicedz2,وكالة إعلانية,+213 793 32 16 59,نوفمبر,"https://www.google.com/maps/place/Service+Dz/@36.7548806,6.2756459,14z/data=!4m8!1m2!2m1!1sService+Dz!3m4!1s0x12f2237cc614094b:0xe249d5409cac7a4d!8m2!3d36.7548806!4d6.2756459"
IM services,,Service de marketing Internet,+213 540 56 91 14,Koléa,"https://www.google.com/maps/place/IM+services/@36.6491634,2.7583197999999998,14z/data=!4m8!1m2!2m1!1sIM+services!3m4!1s0x128f9fdcaf115989:0x54ee77a4e8323f90!8m2!3d36.6491634!4d2.7583197999999998"
Dz Web services,,Service de marketing Internet,+213 559 35 94 00,Beni Merad,"https://www.google.com/maps/place/Dz+Web+services/@36.5233989,2.8543107,14z/data=!4m8!1m2!2m1!1sDz+Web+services!3m4!1s0x128f0b71894ede3d:0x32319c55e92328d8!8m2!3d36.5233989!4d2.8543107"
Communication Digitale Algérie,,وكالة تسويق,+213 559 44 95 82,Bordj El Kiffan,"https://www.google.com/maps/place/Communication+Digitale+Alg%C3%A9rie/@36.7472157,3.1853797,14z/data=!4m8!1m2!2m1!1sCommunication+Digitale+Alg%C3%A9rie!3m4!1s0x128e4e04566ada41:0xfde6f1b51f3bf8ce!8m2!3d36.7472157!4d3.1853797"
publicité Algérie : agence de marketing digital Algérie | communication digitale,,Agence de marketing,+213 554 63 99 57,Rahmania,"https://www.google.com/maps/place/publicit%C3%A9+Alg%C3%A9rie+%3A+agence+de+marketing+digital+Alg%C3%A9rie+%7C+communication+digitale/@36.694652399999995,2.8279091999999997,14z/data=!4m8!1m2!2m1!1spublicit%C3%A9+Alg%C3%A9rie+%3A+agence+de+marketing+digital+Alg%C3%A9rie+%7C+communication+digitale!3m4!1s0x128fa35dd5dc9c59:0xc6a42c4e369919e!8m2!3d36.694652399999995!4d2.8279091999999997"
adsMedia,https://adsmedia.dz/,Service de marketing Internet,+213 665 15 07 50,Bordj El Bahri,"https://www.google.com/maps/place/adsMedia/@36.782018099999995,3.2613662,14z/data=!4m8!1m2!2m1!1sadsMedia!3m4!1s0x128e45b5b3f76f9d:0x308183c5828de95c!8m2!3d36.782018099999995!4d3.2613662"
DIGITAL SERVICE PRO,,Service de marketing Internet,+213 555 80 59 99,Kouba,"https://www.google.com/maps/place/DIGITAL+SERVICE+PRO/@36.720472199999996,3.0931325999999997,14z/data=!4m8!1m2!2m1!1sDIGITAL+SERVICE+PRO!3m4!1s0x128fad3182cc5103:0xa0249051d2b72662!8m2!3d36.720472199999996!4d3.0931325999999997"
Cyber services '' prestation de service en ligne '',,Cybercafé,+213 698 78 65 15,Mohamed Belouizdad,"https://www.google.com/maps/place/Cyber+services+%27%27+prestation+de+service+en+ligne+%27%27/@36.7585377,3.0561211999999998,14z/data=!4m8!1m2!2m1!1sCyber+services+%27%27+prestation+de+service+en+ligne+%27%27!3m4!1s0x128fb3c53cb65201:0x2d698c128a882669!8m2!3d36.7585377!4d3.0561211999999998"
Right Service,http://right-service-dz.com/,مستشار تسويق,+213 550 08 54 77,Ben Aknoun,"https://www.google.com/maps/place/Right+Service/@36.7585743,3.0026859,14z/data=!4m8!1m2!2m1!1sRight+Service!3m4!1s0x128fb1eecd1dfed3:0xaefbc80d34ef0d87!8m2!3d36.7585743!4d3.0026859"
00% online services,https://web.facebook.com/00onlineservices/,Agence de publicité,+213 779 06 30 62,Sidi M'Hamed,"https://www.google.com/maps/place/00%25+online+services/@36.7645367,3.0525832999999998,14z/data=!4m8!1m2!2m1!1s00%25+online+services!3m4!1s0x128fb345dd3fd35f:0x8e547e3df376ed75!8m2!3d36.7645367!4d3.0525832999999998"
Boostlinx Alger : agence de marketing digital et de publicité,,Agence de marketing,+213 776 13 10 20,El Marsa,"https://www.google.com/maps/place/Boostlinx+Alger+%3A+agence+de+marketing+digital+et+de+publicit%C3%A9/@36.8112241,3.2531752999999997,14z/data=!4m8!1m2!2m1!1sBoostlinx+Alger+%3A+agence+de+marketing+digital+et+de+publicit%C3%A9!3m4!1s0x128e4f090299d521:0x5e0edcec0fd8e912!8m2!3d36.8112241!4d3.2531752999999997"
NOTEASY Algérie,http://noteasy-dz.com/,Agence de publicité,+213 557 96 93 21,Alger Centre,"https://www.google.com/maps/place/NOTEASY+Alg%C3%A9rie/@36.7687228,3.0483770999999997,14z/data=!4m8!1m2!2m1!1sNOTEASY+Alg%C3%A9rie!3m4!1s0x128fa5f6c70a4e8d:0xc5cb83544a67432d!8m2!3d36.7687228!4d3.0483770999999997"
Digitale Marketing Master,,Agence de marketing,+213 557 68 71 88,Hussein Dey,"https://www.google.com/maps/place/Digitale+Marketing+Master/@36.734803299999996,3.1008027,14z/data=!4m8!1m2!2m1!1sDigitale+Marketing+Master!3m4!1s0x128e53862acdf5a1:0x140c366b488fc0ff!8m2!3d36.734803299999996!4d3.1008027"
Paiement en ligne DZ,https://www.facebook.com/AlgerianPaymentService/,Agence de publicité,+213 797 31 95 24,Dély Ibrahim,"https://www.google.com/maps/place/Paiement+en+ligne+DZ/@36.7606824,2.9844462999999997,14z/data=!4m8!1m2!2m1!1sPaiement+en+ligne+DZ!3m4!1s0x128fb18e81131349:0xe871313f350058af!8m2!3d36.7606824!4d2.9844462999999997"
cyber leader net Point de retrait EMS,,Cybercafé,+213 699 31 40 73,Sidi M'Hamed,"https://www.google.com/maps/place/cyber+leader+net+Point+de+retrait+EMS/@36.7569468,3.0642278999999997,14z/data=!4m8!1m2!2m1!1scyber+leader+net+Point+de+retrait+EMS!3m4!1s0x128fb30003116b35:0x420f4482cd094af8!8m2!3d36.7569468!4d3.0642278999999997"
CREATIV ALGER | Agence de Développement web - Création de sites internet - référencement Alger,https://creativdz.com/,Concepteur de sites Web,+213 797 80 20 48,El Magharia,"https://www.google.com/maps/place/CREATIV+ALGER+%7C+Agence+de+D%C3%A9veloppement+web+-+Cr%C3%A9ation+de+sites+internet+-+r%C3%A9f%C3%A9rencement+Alger/@36.7308962,3.1081072,14z/data=!4m8!1m2!2m1!1sCREATIV+ALGER+%7C+Agence+de+D%C3%A9veloppement+web+-+Cr%C3%A9ation+de+sites+internet+-+r%C3%A9f%C3%A9rencement+Alger!3m4!1s0x128e53f4aed4f7a9:0x1e6a8a2837703d5b!8m2!3d36.7308962!4d3.1081072"
Imene Marketing,,Service d'e-commerce,+213 673 74 96 98,,"https://www.google.com/maps/place/Imene+Marketing/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sImene+Marketing!3m4!1s0x20d7920100b7176f:0xbc09aaefc4259b3d!8m2!3d28.094873399999997!4d1.6656943"
Média CONSEIL,http://www.mediaconseil-dz.com/,Agence de marketing,+213 552 22 08 58,,"https://www.google.com/maps/place/M%C3%A9dia+CONSEIL/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sM%C3%A9dia+CONSEIL!3m4!1s0x128fb3081e87fffd:0x6f3720287c1dd01b!8m2!3d28.094873399999997!4d1.6656943"
Click In-Media-Solution,,Agence de marketing,+213 675 37 75 81,Bougara,"https://www.google.com/maps/place/Click+In-Media-Solution/@36.5510375,3.0941905999999997,14z/data=!4m8!1m2!2m1!1sClick+In-Media-Solution!3m4!1s0x128f01501a271bb7:0x532fb83d39e2a373!8m2!3d36.5510375!4d3.0941905999999997"
SMS Algérie,https://sms-algerie.com/,Agence de marketing,+213 20 21 50 46,Mohammadia,"https://www.google.com/maps/place/SMS+Alg%C3%A9rie/@36.7285703,3.1756579,14z/data=!4m8!1m2!2m1!1sSMS+Alg%C3%A9rie!3m4!1s0x128e533192ce0f7b:0x4643fded1b3bbef7!8m2!3d36.7285703!4d3.1756579"
letscom,,Agence de publicité,+213 770 30 06 35,Bir Mourad Raïs,"https://www.google.com/maps/place/letscom/@36.73735,3.0503587999999997,14z/data=!4m8!1m2!2m1!1sletscom!3m4!1s0x128fad90925ed367:0x81ee0b56b443a66b!8m2!3d36.73735!4d3.0503587999999997"
Win time Service,,Cybercafé,+213 551 06 69 27,Draa Ben Khedda,"https://www.google.com/maps/place/Win+time+Service/@36.729749399999996,3.9626254999999997,14z/data=!4m8!1m2!2m1!1sWin+time+Service!3m4!1s0x128dc558a0996f6b:0xb717ac211a561286!8m2!3d36.729749399999996!4d3.9626254999999997"
Algerian communications,,مزوّد خدمة إنترنت,+213 699 16 21 34,Bordj Bounaama,"https://www.google.com/maps/place/Algerian+communications/@35.8507105,1.6185763,14z/data=!4m8!1m2!2m1!1sAlgerian+communications!3m4!1s0x12869c481100afb9:0xf6c1dd675f924fe3!8m2!3d35.8507105!4d1.6185763"
Limitless hayay,,Agence de publicité,+213 794 03 76 22,Djasr Kasentina,"https://www.google.com/maps/place/Limitless+hayay/@36.7038209,3.0950048999999997,14z/data=!4m8!1m2!2m1!1sLimitless+hayay!3m4!1s0x128fadebe702a8f5:0xf0ad43f91a68c2cf!8m2!3d36.7038209!4d3.0950048999999997"
Mohamed,,Consultant en marketing,+213 778 30 75 62,Ahmed,"https://www.google.com/maps/place/Mohamed/@36.7147381,3.0515124,14z/data=!4m8!1m2!2m1!1sMohamed!3m4!1s0x128fad995051efcb:0x53eed66785d37ab6!8m2!3d36.7147381!4d3.0515124"
Serv.net,,Cybercafé,+213 540 43 96 31,Bab El Oued,"https://www.google.com/maps/place/Serv.net/@36.790971299999995,3.0556332,14z/data=!4m8!1m2!2m1!1sServ.net!3m4!1s0x128fb3002b163745:0xb4f6cbec5129e3fa!8m2!3d36.790971299999995!4d3.0556332"
مكتب خدمات الإعلام الآلي والأنترنت,,Cybercafé,+213 782 01 52 09,Sebdou,"https://www.google.com/maps/place/%D9%85%D9%83%D8%AA%D8%A8+%D8%AE%D8%AF%D9%85%D8%A7%D8%AA+%D8%A7%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%85+%D8%A7%D9%84%D8%A2%D9%84%D9%8A+%D9%88%D8%A7%D9%84%D8%A3%D9%86%D8%AA%D8%B1%D9%86%D8%AA/@34.63281,-1.3373522,14z/data=!4m8!1m2!2m1!1s%D9%85%D9%83%D8%AA%D8%A8+%D8%AE%D8%AF%D9%85%D8%A7%D8%AA+%D8%A7%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%85+%D8%A7%D9%84%D8%A2%D9%84%D9%8A+%D9%88%D8%A7%D9%84%D8%A3%D9%86%D8%AA%D8%B1%D9%86%D8%AA!3m4!1s0xd78af0047dfb58f:0x77f9b2a083874c77!8m2!3d34.63281!4d-1.3373522"
Agence digitale Algerie,,Service d'hébergement de site Web,+213 23 70 40 45,Kouba,"https://www.google.com/maps/place/Agence+digitale+Algerie/@36.7341951,3.0659799999999997,14z/data=!4m8!1m2!2m1!1sAgence+digitale+Algerie!3m4!1s0x128fade87139559b:0xab39fe8c1a09bf78!8m2!3d36.7341951!4d3.0659799999999997"
Clic Services et Communications,http://clicacademy.dz/,Agence de publicité,+213 553 22 50 98,Mohammadia,"https://www.google.com/maps/place/Clic+Services+et+Communications/@36.7326601,3.1676007999999998,14z/data=!4m8!1m2!2m1!1sClic+Services+et+Communications!3m4!1s0x128e53b2ae77e8af:0x5ba318e130db2586!8m2!3d36.7326601!4d3.1676007999999998"
alger,,Service de marketing Internet,+213 549 12 59 03,Alger Centre,"https://www.google.com/maps/place/alger/@36.7791524,3.0580591999999998,14z/data=!4m8!1m2!2m1!1salger!3m4!1s0x128fb329baa72249:0x7b669a100a99a0e0!8m2!3d36.7791524!4d3.0580591999999998"
ETS Zone net,,Service d'impression numérique,+213 556 89 13 15,Bordj El Kiffan,"https://www.google.com/maps/place/ETS+Zone+net/@36.7474513,3.1897549,14z/data=!4m8!1m2!2m1!1sETS+Zone+net!3m4!1s0x128e4e1ae2978357:0x126c571b59da93b8!8m2!3d36.7474513!4d3.1897549"
Digital services (cyber),,Internet cafe,+213 541 82 42 85,Baraki,"https://www.google.com/maps/place/Digital+services+%28cyber%29/@36.6692815,3.0936995,14z/data=!4m8!1m2!2m1!1sDigital+services+%28cyber%29!3m4!1s0x128fad00746e070f:0xf08ee3cbac988a79!8m2!3d36.6692815!4d3.0936995"
Agence Com,,Imprimeur numérique,+213 661 40 93 82,Birkhadem,"https://www.google.com/maps/place/Agence+Com/@36.715796399999995,3.0432569999999997,14z/data=!4m8!1m2!2m1!1sAgence+Com!3m4!1s0x128fad5598dc310b:0xe4f20c86dbc52a0e!8m2!3d36.715796399999995!4d3.0432569999999997"
IMS COM Communication et Publicité ( grand format & petit format ) Bab Ezzouar طباعة و إشهار,,Agence de publicité,+213 770 55 13 15,Mohammadia,"https://www.google.com/maps/place/IMS+COM+Communication+et+Publicit%C3%A9+%28+grand+format+%26+petit+format+%29+Bab+Ezzouar+%D8%B7%D8%A8%D8%A7%D8%B9%D8%A9+%D9%88+%D8%A5%D8%B4%D9%87%D8%A7%D8%B1/@36.7367214,3.1742291,14z/data=!4m8!1m2!2m1!1sIMS+COM+Communication+et+Publicit%C3%A9+%28+grand+format+%26+petit+format+%29+Bab+Ezzouar+%D8%B7%D8%A8%D8%A7%D8%B9%D8%A9+%D9%88+%D8%A5%D8%B4%D9%87%D8%A7%D8%B1!3m4!1s0x128e513e126f4043:0x1286e47868043473!8m2!3d36.7367214!4d3.1742291"
